ntdid,Legacy NTD ID,name,reporter,Form Module Type,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,veh_avai,Vehicles/ Passenger Cars in Operation,vmt,vmt_rev,Actual Vehicles/ Passenger Deadhead Miles,Scheduled Actual Vehicles/ Passenger Car Revenue Miles,Actual Vehicles/ Passenger Car Hours,Actual Vehicles/ Passenger Car Revenue Hours,Actual Vehicles/ Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Trains in Operation,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,pmt,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic, DRM Mixed Traffic ROW 
6,6,Yakima Transit,Full Reporter,Full Reporter,CB,PT,Average Typical Saturday,,,,,,0,,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,CB,PT,Average Typical Sunday,,,,,,0,,0,0,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,CB,PT,Annual Total,,,2,7,,148844,144363,4481,145075,5094,4792,302,0,0,,,,,,,,28396,,,1087954,,,,,,,44
6,6,Yakima Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,6:00:00,19:00:00,,,,1491,1299,192,,126,111,15,,,,,,,,,,275,,,952,252,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,8:30:00,18:30:00,,,,484,435,49,,48,42,6,,,,,,,,,,75,,,311,52,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,8:30:00,16:00:00,,,,431,374,57,,48,44,4,,,,,,,,,,90,,,363,52,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,DR,PT,Annual Total,,,28,28,,422715,368608,54107,,36376,32212,4164,0,0,,,,,,,,77851,77851,0,275020,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,16:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,16:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,6:00:00,19:00:00,,,,2481,2360,121,2360,176,170,6,,,,,,,,,,3766,,,14455,252,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,8:30:00,18:30:00,,,,1311,1267,44,1267,89,87,2,,,,,,,,,,1708,,,7004,52,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,8:30:00,16:00:00,,,,676,648,28,648,45,44,1,,,,,,,,,,792,,,3707,52,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,MB,DO,Annual Total,,,19,25,,727342,693942,33400,692806,51172,49570,1602,0,0,,,,,,,,1096221,,,4199605,,,,,,,125
6,6,Yakima Transit,Full Reporter,Full Reporter,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,VP,DO,Average Typical Weekday,6:00:00,18:00:00,,,,1321,1321,0,,29,29,0,,,,,,,,,,244,,,11555,269,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,VP,DO,Average Typical Saturday,,,,,,0,,0,,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,VP,DO,Average Typical Sunday,,,,,,0,,0,,0,0,0,,,,,,,,,,0,,,0,0,0,,0,,,
6,6,Yakima Transit,Full Reporter,Full Reporter,VP,DO,Annual Total,,,20,30,,355338,355338,0,,7702,7702,0,0,0,,,,,,,,65659,,,3108304,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,5:00:00,23:30:00,,,,5924,5355,569,,474,436,38,,,,,,,,,,764,,,7413,259,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,6:30:00,23:30:00,,,,1327,1199,128,,105,96,9,,,,,,,,,,150,,,1085,52,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,7:30:00,20:30:00,,,,1332,1177,155,,99,87,12,,,,,,,,,,155,,,1064,52,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DR,PT,Annual Total,,,49,63,,1664667,1501827,162840,,133133,122148,10985,,,,,,,,,,213411,89736,,2033249,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,DT,PT,Annual Total,,,179,179,,,2906914,,,,88140,,,,,,,,,,,235038,0,235038,2906914,365,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,7:30:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,14:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,14:30:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,5:30:00,0:00:00,,,,10068,9164,904,9533,776,724,52,,,,,,,,,,26538,,,106350,254,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,7:00:00,23:00:00,,,,5313,4925,388,4991,408,388,20,,,,,,,,,,13243,,,52509,53,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,8:00:00,20:00:00,,,,3025,2746,279,2782,214,206,8,,,,,,,,,,7115,,,27967,56,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,DO,Annual Total,,,71,90,,3008303,2742652,265651,2841770,230906,216150,14756,0,0,,,,,,,,7841103,,,31362292,,,,,,,587
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,6:00:00,18:55:00,,,,300,294,6,271,12,12,0,,,,,,,,,,61,,,2581,255,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,MB,PT,Annual Total,,,1,3,,76374,75122,1252,68850,3092,2943,149,,,,,,,,,,15469,,,658098,,,,,,,90
7,7,Lane Transit District,Full Reporter,Full Reporter,RB,DO,Average Weekday - AM Peak,7:30:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,RB,DO,Average Weekday - Midday,9:00:00,14:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,RB,DO,Average Weekday - PM Peak,14:30:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,RB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,RB,DO,Average Typical Weekday,5:30:00,0:00:00,,,,1424,1396,28,1421,118,116,2,,,,,,,,,,9242,,,26126,254,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,RB,DO,Average Typical Saturday,7:00:00,23:00:00,,,,984,971,13,981,78,77,1,,,,,,,,,,5071,,,15388,53,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,RB,DO,Average Typical Sunday,8:00:00,20:00:00,,,,425,410,15,411,36,35,1,,,,,,,,,,2602,,,7676,56,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,RB,DO,Annual Total,,,8,11,,437952,429059,8893,436157,36307,35780,527,0,0,,,,,,,,2762085,,,7881520,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,VP,PT,Average Typical Weekday,6:00:00,19:00:00,,,,1877,1877,0,,37,37,0,,,,,,,,,,197,,,10790,254,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,VP,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,VP,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
7,7,Lane Transit District,Full Reporter,Full Reporter,VP,PT,Annual Total,,,17,19,,470742,470742,0,,9246,9246,0,,,,,,,,,,50021,,,2740833,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,3:37:00,2:49:00,,,,25881,21643,4238,,1862,1618,244,,,,,,,,,,3197,,,30869,255,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,3:30:00,2:47:00,,,,8511,7285,1226,,594,528,66,,,,,,,,,,983,,,7454,52,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,3:38:00,2:48:00,,,,8594,7309,1285,,592,525,67,,,,,,,,,,983,,,7854,58,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DR,PT,Annual Total,,,219,268,,7540709,6321642,1219067,,540130,470444,69686,0,0,,,,,,,,923407,653506,269901,8714793,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DT,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DT,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DT,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DT,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DT,PT,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DT,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DT,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,DT,PT,Annual Total,,,57,57,,,1060073,,,,40643,,,,,,,,,,,118870,105108,13762,1285943,365,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,LR,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,102,,,,,,,,,,51,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,LR,DO,Average Weekday - Midday,9:00:00,15:30:00,,,82,,,,,,,,,,41,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,LR,DO,Average Weekday - PM Peak,15:30:00,19:00:00,,,104,,,,,,,,,,52,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,LR,DO,Average Weekday - Other,,,,,100,,,,,,,,,,50,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,LR,DO,Average Typical Weekday,3:29:00,1:57:00,,,104,23715,23359,356,23416,1606,1581,25,,,52,11858,11679,179,803,790,13,116592,,,645217,255,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,LR,DO,Average Typical Saturday,3:30:00,2:29:00,,,72,18275,18100,175,18100,1275,1262,13,,,36,9137,9050,87,638,631,7,83032,,,439802,52,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,LR,DO,Average Typical Sunday,3:31:00,1:34:00,,,72,16334,16165,169,16189,1138,1126,12,,,36,8167,8082,85,569,563,6,63168,,,337041,58,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,LR,DO,Annual Total,,,104,133,,7946024,7836651,109373,7867116,542948,535005,7943,,,,3973345,3918643,54702,271502,267528,3974,37747855,,,207131516,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,15:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:30:00,19:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:00:00,2:48:00,,,,76577,64612,11965,64721,6135,5627,508,,,,,,,,,,201609,,,939044,255,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,4:31:00,2:48:00,,,,40163,36285,3878,36323,3261,3110,151,,,,,,,,,,112589,,,475896,52,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,4:31:00,2:48:00,,,,33652,30463,3189,30477,2724,2594,130,,,,,,,,,,83642,,,382611,58,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,MB,DO,Annual Total,,,534,643,,23643525,20177176,3466349,20218035,1897524,1752236,145288,0,0,,,,,,,,62114041,,,287005998,,,,,,,1296
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,YR,PT,Average Weekday - AM Peak,5:21:00,9:53:00,,,4,,,,,,,,,,3,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,YR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,YR,PT,Average Weekday - PM Peak,15:26:00,20:02:00,,,4,,,,,,,,,,3,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,YR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,YR,PT,Average Typical Weekday,5:21:00,20:02:00,,,4,650,641,9,641,34,30,4,,,3,473,466,7,24,21,3,1891,,,15831,255,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,YR,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,YR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,0,,,
8,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Full Reporter,YR,PT,Annual Total,,,4,6,,164409,162199,2210,162971,8484,7470,1014,,,,119540,117883,1657,6170,5409,761,476811,,,3991627,,,,,,,
9,0T09,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Annual Total,,,4,,,,29761,,,,1443,,,,,,,,,,,729,,0,,,,,,,,
9,0T09,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Annual Total,,,4,,,,107813,,,,4106,,,,,,,,,,,7442,,,,,,,,,,
10,0T10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Annual Total,,,2,,,,113233,,,,3724,,,,,,,,,,,7814,,,,,,,,,,
10,0T10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Annual Total,,,4,,,,64622,,,,3552,,,,,,,,,,,2230,,0,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,DR,DO,Average Typical Weekday,7:30:00,17:30:00,,,,1548,1171,377,,138,92,46,,,,,,,,,,211,,,1096,256,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,DR,DO,Average Typical Saturday,7:15:00,15:30:00,,,,449,309,140,,40,23,17,,,,,,,,,,42,,,298,51,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,DR,DO,Annual Total,,,19,19,,419242,315584,103658,,37222,24771,12451,,,,,,,,,,57438,57438,,320174,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,4:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,22:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:00:00,22:15:00,,,,6070,5337,733,2912,391,359,32,,,,,,,,,,5110,,,24237,256,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,7:45:00,18:10:00,,,,1009,927,82,948,77,73,4,,,,,,,,,,1351,,,4284,51,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
11,11,Valley Regional Transit,Full Reporter,Full Reporter,MB,DO,Annual Total,,,44,57,,1606262,1414546,191716,1373201,104031,95614,8417,,,,,,,,,,1376242,,,6437877,,,,,,,260
12,12,Municipality of Anchorage - Public Transportation Department,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
12,12,Municipality of Anchorage - Public Transportation Department,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
12,12,Municipality of Anchorage - Public Transportation Department,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
